sale_id,product_id,warehouse_id,sale_date,quantity_sold,revenue
5210,5,4,2024-12-17,8,71.92
5211,6,1,2024-12-17,31,201.19
5212,7,2,2024-12-17,31,154.69
5213,8,1,2024-12-17,22,208.78
5214,10,3,2024-12-17,7,59.43
5215,11,3,2024-12-17,15,37.35
5216,12,2,2024-12-17,11,21.89
5217,13,2,2024-12-17,5,34.95
5218,13,4,2024-12-17,3,20.97
5219,14,2,2024-12-17,12,53.88
5220,15,2,2024-12-17,6,35.94
5221,15,3,2024-12-17,2,11.98
5222,15,1,2024-12-17,1,5.99
5223,16,2,2024-12-17,3,10.47
5224,16,4,2024-12-17,3,10.47
5225,17,4,2024-12-17,1,11.99
5226,17,1,2024-12-17,2,23.98
5227,18,2,2024-12-17,5,24.95
5228,19,3,2024-12-17,3,22.47
5229,20,3,2024-12-17,2,13.98
5230,20,1,2024-12-17,2,13.98
5231,23,1,2024-12-17,1,8.99
5232,25,2,2024-12-17,7,69.93
5233,25,4,2024-12-17,4,39.96
5234,25,3,2024-12-17,2,19.98
5235,1,2,2024-12-18,11,76.89
5236,1,1,2024-12-18,20,139.8
5237,2,1,2024-12-18,18,80.82
5238,3,2,2024-12-18,17,220.83
5239,4,2,2024-12-18,29,173.71
5240,5,4,2024-12-18,29,260.71
5241,6,1,2024-12-18,20,129.8
5242,7,4,2024-12-18,20,99.8
5243,8,4,2024-12-18,10,94.9
5244,8,1,2024-12-18,18,170.82
5245,9,1,2024-12-18,6,23.94
5246,9,2,2024-12-18,7,27.93
5247,13,2,2024-12-18,7,48.93
5248,14,1,2024-12-18,15,67.35
5249,15,2,2024-12-18,7,41.93
5250,15,3,2024-12-18,3,17.97
5251,16,1,2024-12-18,5,17.45
5252,18,2,2024-12-18,3,14.97
5253,20,3,2024-12-18,2,13.98
5254,21,2,2024-12-18,2,7.98
5255,1,4,2024-12-19,7,48.93
5256,1,2,2024-12-19,6,41.94
5257,1,1,2024-12-19,3,20.97
5258,2,4,2024-12-19,25,112.25
5259,3,3,2024-12-19,21,272.79
5260,4,2,2024-12-19,12,71.88
5261,4,1,2024-12-19,7,41.93
5262,5,4,2024-12-19,18,161.82
5263,5,2,2024-12-19,9,80.91
5264,6,2,2024-12-19,18,116.82
5265,7,1,2024-12-19,9,44.91
5266,7,4,2024-12-19,11,54.89
5267,7,2,2024-12-19,6,29.94
5268,8,1,2024-12-19,21,199.29
5269,9,1,2024-12-19,15,59.85
5270,10,4,2024-12-19,3,25.47
5271,10,2,2024-12-19,2,16.98
5272,11,3,2024-12-19,10,24.9
5273,13,2,2024-12-19,13,90.87
5274,14,1,2024-12-19,8,35.92
5275,15,3,2024-12-19,3,17.97
5276,15,2,2024-12-19,2,11.98
5277,16,4,2024-12-19,7,24.43
5278,16,1,2024-12-19,8,27.92
5279,17,1,2024-12-19,2,23.98
5280,17,2,2024-12-19,1,11.99
5281,18,1,2024-12-19,4,19.96
5282,20,3,2024-12-19,4,27.96
5283,22,3,2024-12-19,1,5.49
5284,24,4,2024-12-19,2,24.98
5285,1,1,2024-12-20,16,111.84
5286,1,4,2024-12-20,9,62.91
5287,2,2,2024-12-20,26,116.74
5288,3,4,2024-12-20,23,298.77
5289,5,4,2024-12-20,18,161.82
5290,5,2,2024-12-20,13,116.87
5291,6,2,2024-12-20,28,181.72
5292,7,2,2024-12-20,23,114.77
5293,8,4,2024-12-20,26,246.74
5294,9,1,2024-12-20,3,11.97
5295,9,2,2024-12-20,5,19.95
5296,10,4,2024-12-20,8,67.92
5297,11,1,2024-12-20,5,12.45
5298,11,3,2024-12-20,5,12.45
5299,12,4,2024-12-20,5,9.95
5300,12,2,2024-12-20,8,15.92
5301,13,2,2024-12-20,5,34.95
5302,13,4,2024-12-20,7,48.93
5303,14,2,2024-12-20,15,67.35
5304,15,3,2024-12-20,12,71.88
5305,16,1,2024-12-20,7,24.43
5306,17,2,2024-12-20,1,11.99
5307,17,1,2024-12-20,1,11.99
5308,17,4,2024-12-20,1,11.99
5309,18,1,2024-12-20,5,24.95
5310,19,4,2024-12-20,2,14.98
5311,19,3,2024-12-20,2,14.98
5312,24,1,2024-12-20,31,387.19
5313,1,1,2024-12-21,26,181.74
5314,2,4,2024-12-21,33,148.17
5315,3,4,2024-12-21,25,324.75
5316,4,1,2024-12-21,40,239.6
5317,5,2,2024-12-21,28,251.72
5318,6,2,2024-12-21,30,194.7
5319,8,4,2024-12-21,26,246.74
5320,9,1,2024-12-21,6,23.94
5321,9,2,2024-12-21,12,47.88
5322,12,4,2024-12-21,15,29.85
5323,13,2,2024-12-21,16,111.84
5324,14,2,2024-12-21,16,71.84
5325,14,1,2024-12-21,8,35.92
5326,15,3,2024-12-21,5,29.95
5327,15,2,2024-12-21,8,47.92
5328,16,4,2024-12-21,8,27.92
5329,20,3,2024-12-21,2,13.98
5330,20,1,2024-12-21,1,6.99
5331,21,3,2024-12-21,2,7.98
5332,24,4,2024-12-21,17,212.33
5333,24,1,2024-12-21,39,487.11
5334,1,2,2024-12-22,29,202.71
5335,1,4,2024-12-22,8,55.92
5336,1,1,2024-12-22,9,62.91
5337,2,2,2024-12-22,34,152.66
5338,3,3,2024-12-22,30,389.7
5339,4,1,2024-12-22,17,101.83
5340,4,2,2024-12-22,18,107.82
5341,5,2,2024-12-22,34,305.66
5342,6,1,2024-12-22,43,279.07
5343,8,4,2024-12-22,22,208.78
5344,9,2,2024-12-22,5,19.95
5345,9,1,2024-12-22,4,15.96
5346,10,4,2024-12-22,9,76.41
5347,10,2,2024-12-22,11,93.39
5348,11,1,2024-12-22,14,34.86
5349,12,4,2024-12-22,10,19.9
5350,13,4,2024-12-22,5,34.95
5351,13,2,2024-12-22,5,34.95
5352,14,2,2024-12-22,4,17.96
5353,14,1,2024-12-22,5,22.45
5354,15,1,2024-12-22,10,59.9
5355,15,2,2024-12-22,3,17.97
5356,15,3,2024-12-22,3,17.97
5357,17,1,2024-12-22,5,59.95
5358,18,1,2024-12-22,4,19.96
5359,24,1,2024-12-22,1,12.49
5360,25,3,2024-12-22,4,39.96
5361,1,4,2024-12-23,13,90.87
5362,1,2,2024-12-23,7,48.93
5363,1,1,2024-12-23,9,62.91
5364,2,2,2024-12-23,8,35.92
5365,2,4,2024-12-23,12,53.88
5366,3,4,2024-12-23,13,168.87
5367,3,2,2024-12-23,3,38.97
5368,3,3,2024-12-23,4,51.96
5369,4,2,2024-12-23,18,107.82
5370,5,4,2024-12-23,18,161.82
5371,6,2,2024-12-23,25,162.25
5372,7,1,2024-12-23,30,149.7
5373,8,1,2024-12-23,12,113.88
5374,8,4,2024-12-23,14,132.86
5375,9,1,2024-12-23,12,47.88
5376,10,3,2024-12-23,16,135.84
5377,12,4,2024-12-23,9,17.91
5378,13,4,2024-12-23,6,41.94
5379,13,2,2024-12-23,3,20.97
5380,14,2,2024-12-23,14,62.86
5381,16,2,2024-12-23,3,10.47
5382,16,4,2024-12-23,5,17.45
5383,16,1,2024-12-23,3,10.47
5384,17,2,2024-12-23,2,23.98
5385,17,1,2024-12-23,1,11.99
5386,18,2,2024-12-23,3,14.97
5387,22,4,2024-12-23,11,60.39
5388,22,2,2024-12-23,3,16.47
5389,22,3,2024-12-23,3,16.47
5390,2,4,2024-12-24,19,85.31
5391,3,3,2024-12-24,7,90.93
5392,3,2,2024-12-24,4,51.96
5393,3,4,2024-12-24,8,103.92
5394,4,2,2024-12-24,11,65.89
5395,4,1,2024-12-24,15,89.85
5396,5,4,2024-12-24,29,260.71
5397,6,1,2024-12-24,34,220.66
5398,7,2,2024-12-24,13,64.87
5399,7,1,2024-12-24,6,29.94
5400,7,4,2024-12-24,8,39.92
5401,8,1,2024-12-24,17,161.33
5402,9,1,2024-12-24,6,23.94
5403,9,2,2024-12-24,8,31.92
5404,12,2,2024-12-24,12,23.88
5405,13,4,2024-12-24,9,62.91
5406,14,1,2024-12-24,12,53.88
5407,15,3,2024-12-24,12,71.88
5408,16,2,2024-12-24,14,48.86
5409,17,2,2024-12-24,4,47.96
5410,18,2,2024-12-24,3,14.97
5411,19,4,2024-12-24,1,7.49
5412,19,3,2024-12-24,2,14.98
5413,20,1,2024-12-24,1,6.99
5414,20,3,2024-12-24,3,20.97
5415,21,3,2024-12-24,3,11.97
5416,1,1,2024-12-25,26,181.74
5417,2,1,2024-12-25,16,71.84
5418,3,3,2024-12-25,22,285.78
5419,4,1,2024-12-25,17,101.83
5420,5,4,2024-12-25,16,143.84
5421,6,1,2024-12-25,31,201.19
5422,7,4,2024-12-25,17,84.83
5423,8,1,2024-12-25,6,56.94
5424,8,4,2024-12-25,9,85.41
5425,9,1,2024-12-25,12,47.88
5426,11,3,2024-12-25,10,24.9
5427,12,4,2024-12-25,9,17.91
5428,12,2,2024-12-25,5,9.95
5429,13,2,2024-12-25,7,48.93
5430,14,2,2024-12-25,8,35.92
5431,15,3,2024-12-25,3,17.97
5432,15,1,2024-12-25,2,11.98
5433,16,2,2024-12-25,4,13.96
5434,16,1,2024-12-25,1,3.49
5435,16,4,2024-12-25,2,6.98
5436,17,2,2024-12-25,1,11.99
5437,20,1,2024-12-25,3,20.97
5438,20,3,2024-12-25,1,6.99
5439,21,2,2024-12-25,1,3.99
5440,25,2,2024-12-25,12,119.88
5441,2,4,2024-12-26,24,107.76
5442,3,3,2024-12-26,31,402.69
5443,4,1,2024-12-26,20,119.8
5444,5,2,2024-12-26,12,107.88
5445,5,4,2024-12-26,8,71.92
5446,6,2,2024-12-26,26,168.74
5447,7,2,2024-12-26,19,94.81
5448,8,1,2024-12-26,25,237.25
5449,9,2,2024-12-26,3,11.97
5450,9,1,2024-12-26,3,11.97
5451,10,4,2024-12-26,5,42.45
5452,10,3,2024-12-26,2,16.98
5453,10,2,2024-12-26,2,16.98
5454,11,3,2024-12-26,13,32.37
5455,12,2,2024-12-26,13,25.87
5456,13,4,2024-12-26,9,62.91
5457,14,2,2024-12-26,12,53.88
5458,15,1,2024-12-26,15,89.85
5459,16,2,2024-12-26,4,13.96
5460,16,1,2024-12-26,7,24.43
5461,18,1,2024-12-26,2,9.98
5462,19,4,2024-12-26,4,29.96
5463,20,3,2024-12-26,6,41.94
5464,22,4,2024-12-26,1,5.49
5465,24,1,2024-12-26,13,162.37
5466,1,1,2024-12-27,14,97.86
5467,1,2,2024-12-27,18,125.82
5468,2,1,2024-12-27,21,94.29
5469,3,2,2024-12-27,16,207.84
5470,5,4,2024-12-27,19,170.81
5471,6,2,2024-12-27,13,84.37
5472,6,1,2024-12-27,9,58.41
5473,7,2,2024-12-27,11,54.89
5474,7,1,2024-12-27,6,29.94
5475,7,4,2024-12-27,4,19.96
5476,8,1,2024-12-27,21,199.29
5477,9,2,2024-12-27,17,67.83
5478,10,2,2024-12-27,14,118.86
5479,11,1,2024-12-27,13,32.37
5480,12,4,2024-12-27,9,17.91
5481,13,4,2024-12-27,4,27.96
5482,13,2,2024-12-27,7,48.93
5483,14,2,2024-12-27,3,13.47
5484,14,1,2024-12-27,5,22.45
5485,16,1,2024-12-27,3,10.47
5486,16,4,2024-12-27,4,13.96
5487,18,2,2024-12-27,3,14.97
5488,19,4,2024-12-27,2,14.98
5489,19,3,2024-12-27,2,14.98
5490,21,3,2024-12-27,2,7.98
5491,1,2,2024-12-28,114,796.86
5492,2,2,2024-12-28,32,143.68
5493,3,2,2024-12-28,65,844.35
5494,3,4,2024-12-28,37,480.63
5495,4,2,2024-12-28,74,443.26
5496,5,2,2024-12-28,64,575.36
5497,6,1,2024-12-28,25,162.25
5498,6,2,2024-12-28,31,201.19
5499,7,2,2024-12-28,98,489.02
5500,8,1,2024-12-28,90,854.1
5501,9,2,2024-12-28,31,123.69
5502,10,2,2024-12-28,45,382.05
5503,11,3,2024-12-28,28,69.72
5504,12,2,2024-12-28,26,51.74
5505,12,4,2024-12-28,22,43.78
5506,13,2,2024-12-28,9,62.91
5507,13,4,2024-12-28,17,118.83
5508,14,2,2024-12-28,63,282.87
5509,15,3,2024-12-28,10,59.9
5510,15,2,2024-12-28,4,23.96
5511,15,1,2024-12-28,6,35.94
5512,16,2,2024-12-28,25,87.25
5513,16,1,2024-12-28,20,69.8
5514,17,1,2024-12-28,7,83.93
5515,18,2,2024-12-28,4,19.96
5516,18,1,2024-12-28,2,9.98
5517,19,3,2024-12-28,7,52.43
5518,19,4,2024-12-28,4,29.96
5519,20,3,2024-12-28,4,27.96
5520,21,3,2024-12-28,71,283.29
5521,22,4,2024-12-28,6,32.94
5522,23,1,2024-12-28,1,8.99
5523,23,2,2024-12-28,2,17.98
5524,24,4,2024-12-28,32,399.68
5525,24,1,2024-12-28,21,262.29
5526,25,4,2024-12-28,6,59.94
5527,1,4,2024-12-29,17,118.83
5528,1,1,2024-12-29,12,83.88
5529,2,4,2024-12-29,22,98.78
5530,3,3,2024-12-29,40,519.6
5531,4,2,2024-12-29,42,251.58
5532,5,2,2024-12-29,18,161.82
5533,6,1,2024-12-29,24,155.76
5534,7,1,2024-12-29,46,229.54
5535,8,4,2024-12-29,21,199.29
5536,8,1,2024-12-29,21,199.29
5537,9,1,2024-12-29,25,99.75
5538,10,4,2024-12-29,21,178.29
5539,11,3,2024-12-29,18,44.82
5540,12,4,2024-12-29,10,19.9
5541,12,2,2024-12-29,8,15.92
5542,13,2,2024-12-29,12,83.88
5543,13,4,2024-12-29,7,48.93
5544,14,1,2024-12-29,14,62.86
5545,15,2,2024-12-29,3,17.97
5546,15,3,2024-12-29,4,23.96
5547,16,2,2024-12-29,17,59.33
5548,19,3,2024-12-29,2,14.98
5549,19,4,2024-12-29,1,7.49
5550,20,3,2024-12-29,3,20.97
5551,21,2,2024-12-29,15,59.85
5552,21,3,2024-12-29,8,31.92
5553,22,3,2024-12-29,7,38.43
5554,22,4,2024-12-29,11,60.39
5555,23,1,2024-12-29,2,17.98
5556,25,2,2024-12-29,26,259.74
5557,25,3,2024-12-29,19,189.81
5558,2,2,2024-12-30,16,71.84
5559,2,1,2024-12-30,6,26.94
5560,2,4,2024-12-30,7,31.43
5561,3,2,2024-12-30,19,246.81
5562,4,2,2024-12-30,15,89.85
5563,5,4,2024-12-30,18,161.82
5564,6,1,2024-12-30,11,71.39
5565,6,2,2024-12-30,18,116.82
5566,7,1,2024-12-30,11,54.89
5567,7,2,2024-12-30,16,79.84
5568,8,1,2024-12-30,12,113.88
5569,8,4,2024-12-30,7,66.43
5570,9,1,2024-12-30,3,11.97
5571,9,2,2024-12-30,5,19.95
5572,10,2,2024-12-30,12,101.88
5573,11,1,2024-12-30,11,27.39
5574,13,2,2024-12-30,5,34.95
5575,14,2,2024-12-30,8,35.92
5576,15,3,2024-12-30,9,53.91
5577,16,4,2024-12-30,8,27.92
5578,19,3,2024-12-30,2,14.98
5579,20,1,2024-12-30,1,6.99
5580,22,2,2024-12-30,1,5.49
5581,1,4,2024-12-31,68,475.32
5582,2,4,2024-12-31,29,130.21
5583,2,1,2024-12-31,16,71.84
5584,2,2,2024-12-31,11,49.39
5585,3,4,2024-12-31,57,740.43
5586,4,1,2024-12-31,46,275.54
5587,5,4,2024-12-31,39,350.61
5588,5,2,2024-12-31,30,269.7
5589,6,1,2024-12-31,36,233.64
5590,7,2,2024-12-31,68,339.32
5591,8,1,2024-12-31,22,208.78
5592,8,4,2024-12-31,30,284.7
5593,9,2,2024-12-31,15,59.85
5594,9,1,2024-12-31,20,79.8
5595,10,2,2024-12-31,37,314.13
5596,11,1,2024-12-31,10,24.9
5597,11,3,2024-12-31,17,42.33
5598,12,2,2024-12-31,14,27.86
5599,12,4,2024-12-31,7,13.93
5600,13,2,2024-12-31,25,174.75
5601,14,1,2024-12-31,7,31.43
5602,14,2,2024-12-31,10,44.9
5603,15,2,2024-12-31,24,143.76
5604,16,2,2024-12-31,38,132.62
5605,17,1,2024-12-31,3,35.97
5606,18,1,2024-12-31,3,14.97
5607,19,3,2024-12-31,11,82.39
5608,20,3,2024-12-31,4,27.96
5609,20,1,2024-12-31,2,13.98
5610,21,2,2024-12-31,23,91.77
5611,21,3,2024-12-31,29,115.71
5612,22,3,2024-12-31,5,27.45
5613,23,1,2024-12-31,3,26.97
5614,23,2,2024-12-31,2,17.98
5615,25,2,2024-12-31,4,39.96
5616,1,1,2025-01-01,20,139.8
5617,2,4,2025-01-01,25,112.25
5618,3,4,2025-01-01,30,389.7
5619,4,1,2025-01-01,21,125.79
5620,5,4,2025-01-01,28,251.72
5621,6,2,2025-01-01,11,71.39
5622,6,1,2025-01-01,12,77.88
5623,7,1,2025-01-01,24,119.76
5624,8,4,2025-01-01,19,180.31
5625,9,1,2025-01-01,2,7.98
5626,9,2,2025-01-01,3,11.97
5627,10,2,2025-01-01,7,59.43
5628,10,3,2025-01-01,5,42.45
5629,11,3,2025-01-01,6,14.94
5630,12,4,2025-01-01,12,23.88
5631,13,4,2025-01-01,6,41.94
5632,14,2,2025-01-01,3,13.47
5633,14,1,2025-01-01,1,4.49
5634,15,1,2025-01-01,9,53.91
5635,16,4,2025-01-01,6,20.94
5636,16,1,2025-01-01,2,6.98
5637,16,2,2025-01-01,5,17.45
5638,17,2,2025-01-01,4,47.96
5639,21,2,2025-01-01,2,7.98
5640,22,3,2025-01-01,2,10.98
5641,25,2,2025-01-01,1,9.99
5642,1,4,2025-01-02,6,41.94
5643,1,1,2025-01-02,3,20.97
5644,1,2,2025-01-02,6,41.94
5645,2,2,2025-01-02,21,94.29
5646,3,3,2025-01-02,9,116.91
5647,3,2,2025-01-02,10,129.9
5648,3,4,2025-01-02,5,64.95
5649,4,2,2025-01-02,26,155.74
5650,5,4,2025-01-02,21,188.79
5651,6,2,2025-01-02,11,71.39
5652,6,1,2025-01-02,14,90.86
5653,7,1,2025-01-02,9,44.91
5654,7,2,2025-01-02,11,54.89
5655,7,4,2025-01-02,9,44.91
5656,8,1,2025-01-02,30,284.7
5657,9,2,2025-01-02,9,35.91
5658,10,3,2025-01-02,6,50.94
5659,12,2,2025-01-02,8,15.92
5660,13,4,2025-01-02,8,55.92
5661,13,2,2025-01-02,5,34.95
5662,14,1,2025-01-02,13,58.37
5663,15,3,2025-01-02,9,53.91
5664,16,1,2025-01-02,7,24.43
5665,17,4,2025-01-02,4,47.96
5666,18,2,2025-01-02,2,9.98
5667,21,3,2025-01-02,21,83.79
5668,22,2,2025-01-02,1,5.49
5669,22,4,2025-01-02,1,5.49
5670,23,2,2025-01-02,1,8.99
5671,24,4,2025-01-02,1,12.49
5672,25,4,2025-01-02,3,29.97
5673,1,2,2025-01-03,8,55.92
5674,1,4,2025-01-03,18,125.82
5675,2,4,2025-01-03,16,71.84
5676,3,2,2025-01-03,15,194.85
5677,3,3,2025-01-03,9,116.91
5678,4,2,2025-01-03,18,107.82
5679,5,2,2025-01-03,19,170.81
5680,6,2,2025-01-03,8,51.92
5681,6,1,2025-01-03,15,97.35
5682,7,1,2025-01-03,5,24.95
5683,7,4,2025-01-03,5,24.95
5684,7,2,2025-01-03,4,19.96
5685,8,4,2025-01-03,9,85.41
5686,8,1,2025-01-03,10,94.9
5687,10,3,2025-01-03,9,76.41
5688,11,1,2025-01-03,8,19.92
5689,11,3,2025-01-03,6,14.94
5690,12,4,2025-01-03,9,17.91
5691,13,2,2025-01-03,11,76.89
5692,13,4,2025-01-03,5,34.95
5693,14,1,2025-01-03,12,53.88
5694,15,1,2025-01-03,3,17.97
5695,15,3,2025-01-03,3,17.97
5696,15,2,2025-01-03,3,17.97
